text,sentiment
𝒟𝒾𝓂𝑒  𝒻𝓁𝒶𝓆𝓊𝒾𝓉𝒶  𝒷𝑜𝓃𝒾𝓉𝒶 emoji mono con los ojos tapados emoji  emoji cara con mano sobre la boca emoji  emoji cara sonriendo con sudor frío emoji   emoji cigarrillo emoji  emoji cigarrillo emoji   url,NEU
¡Ven a mi Espacio!  url,NEU
¡Ven a mi Espacio!  url,NEU
¡Ven a mi Espacio!  url,NEU
@usuario Holi hermosos,POS
Mega hermoosoo emoji melocotón emoji  emoji piña emoji,POS
"Si vas a manejar, no tomes.  emoji cara sonriendo con sudor frío emoji",NEG
"En momentos de recordaciones, una oportuna y necesaria mirada de ⁦@usuario⁩  ⁦@usuario⁩ .   emoji dorso de mano con índice hacia abajo tono de piel claro emoji La Multipartidaria y su rol en la vuelta a la democracia | Cenital democracia   url",NEU
dia de la memoria nunca mas  url,NEG
Los datos duros de la encuesta que cachetea al Gobierno - Noticias de Mendoza - Memo   url,NEG
La guerra europea se prolonga y empeora el contexto para la Argentina ⁦@usuario⁩ ⁦@usuario⁩   url,NEG
"Sobre el voto joven en Argentina  emoji bandera argentina emoji  , comparto la mirada de Nacho con datos de @usuario encuesta argentina",NEU
Muchas gracias Eric  emoji bíceps flexionado emoji,POS
"También puede darse un escenario de cuartos, debido a las tensiones internas en las grandes coaliciones. Escenario en desarrollo. Ampliaremos  emoji manos levantadas celebrando tono de piel claro emoji  emoji manos levantadas celebrando tono de piel claro emoji  emoji manos levantadas celebrando tono de piel claro emoji",NEU
Gracias Javi  emoji manos levantadas celebrando tono de piel claro emoji  emoji manos levantadas celebrando tono de piel claro emoji  emoji manos levantadas celebrando tono de piel claro emoji,POS
"Es correcta esa apreciación. Hay que analizar también el margen de error, que a veces es el margen que le falta a la izquierda.",NEU
Aqui el link con todos los datos de la encuesta argentina de @usuario  emoji dorso de mano con índice a la derecha emoji   url domingo de datos,NEU
"Comparto. Es la incapacidad de lectura de las principales coaliciones, la que mejora las chances de Milei &amp; cia.",NEG
Evolución del dato ¿en que dirección va el país? Desde mayo 2020 a la fecha. encuesta argentina @usuario  url,NEU
domingo de datos con nuestra ultima encuesta argentina. Hilo con los principales temas.  emoji dorso de mano con índice hacia abajo tono de piel claro emoji,NEU
Despues a la justicia le asombra tener una reprobación e imagen institucional extremadamente negativa. Es todo el proceso que se cuestiona y nadie respeta a la víctima. ¿Entenderán algo de lo que pasa en la sociedad? chubut rawson patetico,NEG
El informe encuesta argentina sale en el próximo domingo de datos Hay que suscribirse  emoji dorso de mano con índice hacia abajo tono de piel claro emoji,NEU
Nuestra politica es el combustible ideal para la memetica com pol no falla,NEU
"Imperdible, el acuerdo fmi desde la perspectiva de la opinión publica y la mirada de grandes especialistas como @usuario @usuario @usuario y nuestra directora @usuario de @usuario, próximo martes 22/03 18 hs",POS
Se me nota anti guerra. Salu2,NEU
"En mi modesta opinión, las guerras son lo peor que le puede pasar a la humanidad, sin distinción de lugar, país, atacante o ideología. Saludos",NEG
Sesgo 100% tuyo.,NEU
"@usuario @usuario Fíjense bien en la pregunta, fue hecha en general. El contexto de la guerra entre Rusia y Ucrania es importante, pero no excluyente. Salgan un rato de su propio sesgo y vean mas allá. En este punto, votantes a ambos lados de la grieta, coinciden.",NEU
Casi no hay grieta cuando preguntamos si debemos recibir refugiadas y refugiados de Ucrania. El consenso llega casi al 80% en nuestra encuesta argentina @usuario guerra rusia ucrania refugiados,NEU
"CABA también tiene BU en la ley (electrónica y papel). Y Salta, Chaco y Neuquen tienen BU Electrónica. El que sabe, sabe gracias @usuario  emoji manos en oración emoji",NEU
"Con esta decisión legislativa, ya son tres provincias argentinas que utilizan la boletaúnica para las elecciones provinciales. ¡Es un gran paso!  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji  mendoza cordoba santa fe",NEU
cla. ¿viste esto de Perú?  url  url,NEU
"Jaja si, cuando la politica tiene desacoples con el contexto, la OP queda atrasada, tal cual",NEG
El sentimiento patriótico no llega a la billetera  emoji cara haciendo una mueca emoji,NEU
Cuyo en primera linea,NEU
50% dice que Argentina debe repudiar el ataque de rusia sobre ucrania pero no involucrase en esa guerra. Un 17% pide repudiar ataque e involucrarse en el conflicto. El 23% pide neutralidad total. guerra en ucrania encuesta argentina @usuario  url,NEU
"¿Te armarías para defender al país, si otro nos invade? Lo preguntamos en nuestra ultima encuesta argentina ⁦@usuario⁩ adelanto  url",NEU
Datos sobre la postura Argentina en la guerra rusia ucrania y como le prometimos a @usuario ¿cuantas y cuantos se armarían para defender al país si es invadido militarmente por otro?,NEU
En minutos subimos un par de adelantos de nuestro ultimo estudio encuesta argentina via @usuario  url,NEU
Lo leo y no lo puedo creer. peru,NEG
"No lo se Martin. Es como que no funciona para el 100%. Capaz que para el votante núcleo duro, tenga algún grado de efectividad. Pero ¿y el resto?",NEG
"@usuario El valor performativo de las palabras sirve para construir reputación. O lo contrario. Ausencia de filtros, contenidos, narrativas. Coincido que la inflación es el tema, pero el dia a dia se gestiona con el lenguaje.",NEU
"Poco feliz el uso del termino ""guerra"". El contexto manda y jerarquiza y no se puede subestimar lo que pasa x estos días en el mundo. Pensar que usar palabras como lucha, combate, pelea, le hubiera ahorrado problemas al gobierno. com pol  url",NEG
@usuario @usuario @usuario No hay medio Daniel. Al menos no se ve nada por ahí.,NEU
emoji chincheta emoji Le compartimos la Mesa Redonda sobre la actualización de normas que impactan en el trabajo en frontera emoji dorso de mano con índice hacia abajo emoji  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url,NEU
emoji dorso de mano con índice a la derecha emoji Se propone aumentar a 5 000 CUP el límite para la exportación e importación libre de pesos cubanos que actualmente es de 2 000 CUP. bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url,NEU
emoji altavoz de mano emoji Serán brindará información sobre la próxima entrada en vigor de normas actualizadas que inciden en los pasajeros a la entrada y salida del país y en la actividad de Comercio Exterior.,NEU
"emoji altavoz de mano emoji @usuario, secretaria jurídica del banco central de cuba comparecerá hoy en la @usuario junto a directivos del @usuario @usuario @usuario @usuario @usuario bancarios cubanos @usuario @usuario @usuario @usuario  url",NEU
emoji chincheta emoji Otorgan créditos para compra de bienes del hogar y efectos personales en Villa Clara  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url,NEU
emoji calendario de espiral emoji Este 24 de marzo inicia el pago a jubilados y pensionados de la seguridad social  emoji dorso de mano con índice hacia abajo emoji  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario @usuario @usuario @usuario  url,NEU
"emoji chincheta emoji La vida en la tierra sería inconcebible sin agua, el preciado líquido es considerado el motor más potente del  emoji globo terráqueo mostrando américa emoji  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url",NEU
emoji advertencia emoji Advertencias ante el uso de  emoji tarjeta de crédito emoji  en Moneda Libremente Convertible  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url,NEU
emoji altavoz de mano emoji Informa @usuario  sobre el cierre de las cuentas en CUC  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url,NEU
bancarios cubanos @usuario @usuario @usuario,NEU
emoji dorso de mano con índice a la derecha emoji Conozca los servicios que le ofrece @usuario   emoji dorso de mano con índice hacia abajo emoji  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url,NEU
emoji altavoz de mano emoji Estrategia Nacional de Educación Financiera en cuba.   emoji cara pensativa emoji ¿Conoce usted el estado actual y sabe cuáles serán los próximos pasos?   bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario @usuario @usuario   url,NEU
emoji chincheta emoji El intercambio con el pueblo: sustento del trabajo del @usuario @usuario @usuario @usuario cuba unidad ycontinuidad  @usuario @usuario  url,NEU
emoji chincheta emoji cuba ccpccen artemisa  artemisa @usuario @usuario @usuario @usuario.,NEU
emoji altavoz de mano emoji Recordatorio importante emoji signo de exclamación emoji  emoji signo de exclamación emoji  emoji signo de exclamación emoji  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario @usuario @usuario @usuario   emoji dorso de mano con índice hacia abajo emoji   url,NEU
"emoji chincheta emoji Protesta de Baraguá, hecho trascendental en la historia de cuba.  emoji chincheta emoji Los cubanos defendimos, defendemos y defenderemos nuestros principios al precio que sea necesario. tenemos memoria bancarios cubanos @usuario @usuario @usuario @usuario  url",NEU
emoji cañón de confeti emoji Feliz Día de la Prensa Cubana emoji signo de exclamación emoji   emoji manos aplaudiendo emoji Les agradecemos por la importante labor que realizan día tras día. cuba hacemos patria  @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario  url,POS
emoji chincheta emoji Recibimiento oficial del banco central de cuba a jóvenes recién graduados. bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario  url,NEU
emoji chincheta emoji A 65 años de las acciones del 13 de marzo de 1957 @usuario @usuario @usuario  url,NEU
emoji manos aplaudiendo emoji Fructífero y enriquecedor intercambio de nuestra titular @usuario con estos emoji dorso de mano con índice hacia abajo emoji jóvenes incorporados al banco central de cuba bancarios cubanos @usuario @usuario,NEU
"emoji señal de aprobación con la mano emoji Créditos al consumo, una forma de dinamizar la economía en Las Tunas bancarios cubanos @usuario @usuario @usuario  url",NEU
"emoji chincheta emoji Instalados en la sucursal de San Francisco de Paula  2 cajeros automáticos, sustituyendo los equipos obsoletos que presentaban problemas en su funcionamiento. @usuario @usuario @usuario @usuario  bancarios cubanos  url",NEU
bancarios cubanos @usuario @usuario @usuario,NEU
"@usuario @usuario @usuario @usuario @usuario @usuario Muchas gracias, lo propio para usted  url",POS
emoji cara de fiesta emoji Celebra el banco central de cuba el Día Internacional de la Mujer.   bancarios cubanos somos la banca hacemos nacion cuba vive en las mujeres  mujeres en la defensa  @usuario @usuario @usuario @usuario @usuario   url,NEU
emoji cañón de confeti emoji Emotiva actividad en el banco central de cuba para homanajear a las mujeres. bancarios cubanos somos la banca hacemos nacion cuba vieve en las mujeres mujeres en la defensa @usuario @usuario @usuario @usuario @usuario  url,NEU
cuba vive en las mujeres,NEU
emoji rosa emoji Felicita nuestra ministra presidente @usuario a las mujeres en su día. bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario,NEU
cuba vive en las mujeres,NEU
"emoji ramo de flores emoji Feliz día mujer. A ti, tan hermosa, valiente, abnegada, guerrera incansable. Mariana de estos tiempos. cuba vive en las mujeres mujeres en la defensa  bancarios cubanos @usuario @usuario @usuario @usuario @usuario  url",NEU
emoji cañón de confeti emoji Muchas Felicidades emoji signo de exclamación emoji  emoji signo de exclamación emoji  emoji signo de exclamación emoji  bancarios cubanos somos la banca hacemos nacion @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario,NEU
"emoji chincheta emoji Resolución33/2022 emoji dorso de mano con índice a la derecha emoji Otorga nueva licencia al @usuario como banco corporativo, para desarrollar en el territorio nacional por tiempo indefinido, las actividades que se relacionan en el documento.",NEU
emoji chincheta emoji Resolución 22/2022 emoji dorso de mano con índice a la derecha emoji Regula el otorgamiento de financiamientos a determinadas formas productivas priorizadas por interés gubernamental.,NEU
